0, 1, 560.0, 93.0, 660.0, 169.0, 0.6340
0, 2, 936.0, 79.0, 1009.0, 143.0, 0.5829
0, 3, 1285.0, 355.0, 1516.0, 540.0, 0.4056
0, 4, 1177.0, 104.0, 1225.0, 162.0, 0.4043
0, 5, 895.0, 95.0, 943.0, 142.0, 0.4023
0, 6, 880.0, 93.0, 939.0, 142.0, 0.2747
1, 7, 560.0, 96.0, 660.0, 169.0, 0.6452
1, 8, 936.0, 80.0, 1009.0, 143.0, 0.5913
1, 9, 1285.0, 355.0, 1516.0, 540.0, 0.4506
1, 10, 1177.0, 104.0, 1225.0, 163.0, 0.4306
1, 11, 894.0, 94.0, 942.0, 142.0, 0.4158
1, 12, 880.0, 93.0, 939.0, 142.0, 0.3201
2, 13, 560.0, 96.0, 660.0, 169.0, 0.6436
2, 14, 936.0, 80.0, 1009.0, 143.0, 0.5887
2, 15, 1285.0, 355.0, 1516.0, 540.0, 0.4733
2, 16, 1177.0, 104.0, 1225.0, 163.0, 0.4386
2, 17, 895.0, 94.0, 942.0, 141.0, 0.4132
2, 18, 880.0, 93.0, 939.0, 142.0, 0.3301
3, 19, 559.0, 96.0, 660.0, 169.0, 0.6919
3, 20, 937.0, 80.0, 1009.0, 144.0, 0.6009
3, 21, 1285.0, 355.0, 1516.0, 540.0, 0.4670
3, 22, 1178.0, 104.0, 1225.0, 163.0, 0.4420
3, 23, 898.0, 96.0, 942.0, 141.0, 0.3476
4, 24, 559.0, 97.0, 660.0, 169.0, 0.6936
4, 25, 937.0, 80.0, 1009.0, 144.0, 0.6143
4, 26, 1285.0, 356.0, 1517.0, 540.0, 0.5071
4, 27, 1177.0, 105.0, 1225.0, 163.0, 0.3944
4, 28, 902.0, 97.0, 941.0, 141.0, 0.3161
5, 29, 559.0, 97.0, 660.0, 169.0, 0.6919
5, 30, 937.0, 80.0, 1009.0, 144.0, 0.6190
5, 31, 1285.0, 356.0, 1517.0, 540.0, 0.5152
5, 32, 1177.0, 105.0, 1225.0, 163.0, 0.3898
5, 33, 902.0, 97.0, 941.0, 141.0, 0.3120
6, 34, 559.0, 98.0, 660.0, 169.0, 0.6952
6, 35, 937.0, 79.0, 1009.0, 144.0, 0.6234
6, 36, 1285.0, 356.0, 1516.0, 540.0, 0.4905
6, 37, 1178.0, 105.0, 1225.0, 163.0, 0.3762
6, 38, 902.0, 97.0, 941.0, 141.0, 0.3170
7, 39, 559.0, 98.0, 660.0, 169.0, 0.6857
7, 40, 937.0, 79.0, 1009.0, 143.0, 0.6058
7, 41, 1285.0, 356.0, 1517.0, 540.0, 0.5274
7, 42, 1177.0, 104.0, 1225.0, 163.0, 0.3833
7, 43, 901.0, 97.0, 941.0, 141.0, 0.3187
8, 44, 558.0, 99.0, 660.0, 169.0, 0.6703
8, 45, 937.0, 79.0, 1009.0, 144.0, 0.6107
8, 46, 1285.0, 356.0, 1516.0, 540.0, 0.5392
8, 47, 1178.0, 105.0, 1225.0, 163.0, 0.3882
8, 48, 902.0, 97.0, 941.0, 141.0, 0.3071
9, 49, 559.0, 95.0, 660.0, 169.0, 0.6507
9, 50, 936.0, 80.0, 1010.0, 144.0, 0.6216
9, 51, 1286.0, 357.0, 1518.0, 541.0, 0.5417
9, 52, 1178.0, 104.0, 1225.0, 164.0, 0.3847
9, 53, 900.0, 98.0, 940.0, 141.0, 0.3239
10, 54, 559.0, 95.0, 660.0, 169.0, 0.6339
10, 55, 936.0, 80.0, 1010.0, 144.0, 0.6093
10, 56, 1285.0, 356.0, 1516.0, 540.0, 0.5735
10, 57, 1178.0, 105.0, 1225.0, 164.0, 0.3765
10, 58, 898.0, 97.0, 940.0, 141.0, 0.3227
11, 59, 559.0, 95.0, 660.0, 169.0, 0.6359
11, 60, 936.0, 80.0, 1010.0, 144.0, 0.6068
11, 61, 1286.0, 356.0, 1516.0, 539.0, 0.5797
11, 62, 1178.0, 105.0, 1225.0, 164.0, 0.3604
11, 63, 898.0, 97.0, 940.0, 141.0, 0.3196
12, 64, 558.0, 92.0, 660.0, 170.0, 0.6766
12, 65, 1286.0, 358.0, 1518.0, 541.0, 0.6227
12, 66, 936.0, 80.0, 1009.0, 144.0, 0.6086
12, 67, 1178.0, 104.0, 1225.0, 163.0, 0.3569
12, 68, 897.0, 96.0, 940.0, 141.0, 0.3121
13, 69, 558.0, 93.0, 660.0, 170.0, 0.6915
13, 70, 936.0, 80.0, 1009.0, 144.0, 0.6217
13, 71, 1286.0, 357.0, 1518.0, 540.0, 0.6041
13, 72, 1178.0, 104.0, 1225.0, 163.0, 0.3604
13, 73, 901.0, 96.0, 940.0, 141.0, 0.3028
14, 74, 557.0, 94.0, 660.0, 170.0, 0.6842
14, 75, 936.0, 80.0, 1009.0, 144.0, 0.6263
14, 76, 1286.0, 357.0, 1518.0, 540.0, 0.6009
14, 77, 1178.0, 104.0, 1225.0, 163.0, 0.3542
14, 78, 900.0, 96.0, 940.0, 141.0, 0.3063
15, 79, 558.0, 94.0, 660.0, 170.0, 0.6762
15, 80, 936.0, 80.0, 1009.0, 144.0, 0.6282
15, 81, 1286.0, 357.0, 1518.0, 540.0, 0.5840
15, 82, 1178.0, 104.0, 1225.0, 163.0, 0.3555
15, 83, 901.0, 97.0, 940.0, 141.0, 0.3033
16, 84, 558.0, 93.0, 660.0, 170.0, 0.6689
16, 85, 936.0, 80.0, 1009.0, 144.0, 0.6162
16, 86, 1286.0, 357.0, 1518.0, 540.0, 0.6046
16, 87, 1178.0, 105.0, 1225.0, 163.0, 0.3555
16, 88, 900.0, 96.0, 940.0, 141.0, 0.2984
