214, 1, 1108.0, 895.0, 705.0, 711.0, 0.6511, -1, -1, -1
215, 2, 1103.0, 862.0, 700.0, 645.0, 0.8777, -1, -1, -1
216, 3, 1102.0, 823.0, 700.0, 567.0, 0.9038, -1, -1, -1
217, 4, 1105.0, 792.0, 707.0, 505.0, 0.9119, -1, -1, -1
218, 5, 1102.0, 762.0, 707.0, 445.0, 0.9174, -1, -1, -1
219, 6, 1102.0, 729.0, 721.0, 415.0, 0.9225, -1, -1, -1
220, 7, 1099.0, 704.0, 725.0, 397.0, 0.9291, -1, -1, -1
221, 8, 1094.0, 671.0, 716.0, 371.0, 0.9378, -1, -1, -1
222, 9, 1089.0, 647.0, 718.0, 352.0, 0.9308, -1, -1, -1
223, 10, 1084.0, 620.0, 721.0, 333.0, 0.9377, -1, -1, -1
224, 11, 1073.0, 598.0, 713.0, 316.0, 0.9391, -1, -1, -1
225, 12, 1064.0, 576.0, 711.0, 302.0, 0.9316, -1, -1, -1
226, 13, 1054.0, 555.0, 705.0, 284.0, 0.9356, -1, -1, -1
227, 14, 1041.0, 534.0, 693.0, 269.0, 0.9350, -1, -1, -1
228, 15, 1033.0, 514.0, 697.0, 254.0, 0.9356, -1, -1, -1
229, 16, 1021.0, 495.0, 684.0, 235.0, 0.9335, -1, -1, -1
230, 17, 1010.0, 477.0, 685.0, 224.0, 0.9454, -1, -1, -1
231, 18, 999.0, 463.0, 675.0, 215.0, 0.9444, -1, -1, -1
232, 19, 991.0, 448.0, 674.0, 206.0, 0.9341, -1, -1, -1
233, 20, 983.0, 434.0, 672.0, 198.0, 0.9516, -1, -1, -1
234, 21, 977.0, 425.0, 679.0, 197.0, 0.9484, -1, -1, -1
235, 22, 964.0, 408.0, 666.0, 181.0, 0.9417, -1, -1, -1
236, 23, 957.0, 395.0, 664.0, 171.0, 0.9439, -1, -1, -1
237, 24, 951.0, 383.0, 665.0, 163.0, 0.9504, -1, -1, -1
238, 25, 945.0, 376.0, 667.0, 163.0, 0.9430, -1, -1, -1
239, 26, 940.0, 362.0, 667.0, 149.0, 0.9483, -1, -1, -1
240, 27, 938.0, 352.0, 675.0, 144.0, 0.9578, -1, -1, -1
241, 28, 935.0, 340.0, 676.0, 132.0, 0.9425, -1, -1, -1
242, 29, 930.0, 335.0, 673.0, 135.0, 0.9365, -1, -1, -1
243, 30, 927.0, 327.0, 677.0, 131.0, 0.9339, -1, -1, -1
